Country,IND,SEX,AGE,TIME,Unit,Value
Italy,EMP1,MEN,1524,2014,Percentage,31.0
Lithuania,EMP6,WOMEN,55PLUS,2012,Percentage,3.5
Latvia,EMP2,WOMEN,TOTAL,2012,Percentage,46.8
United Kingdom,EMP18_PAT,MEN,TOTAL,2014,Weeks,2.0
Costa Rica,EMP5,WOMEN,TOTAL,2010,Percentage,27.1
France,EMP2,MEN,TOTAL,2014,Percentage,55.0
Lithuania,EMP6,ALL_PERSONS,2554,2013,Percentage,2.6
Chile,EMP5,WOMEN,TOTAL,2014,Percentage,25.0
Latvia,EMP6,WOMEN,1524,2005,Percentage,1.8
Sweden,EMP8,WOMEN,1524,2014,Percentage,62.5
Finland,EMP18_PAT,MEN,TOTAL,2014,Weeks,9.0
Brazil,EMP16,WOMEN,TOTAL,2014,Years,21.3
Estonia,EMP6,MEN,55PLUS,2014,Percentage,1.3
France,EMP6,ALL_PERSONS,1524,2014,Percentage,12.1
Italy,EMP6,ALL_PERSONS,1524,2014,Percentage,25.0
Latvia,EMP5,ALL_PERSONS,TOTAL,2000,Percentage,8.8
Germany,EMP2,MEN,2554,2014,Percentage,88.0
Lithuania,EMP8,WOMEN,1524,2013,Percentage,5.4
Mexico,EMP1,ALL_PERSONS,1524,2014,Percentage,45.6
Lithuania,EMP10,MEN,TOTAL,2013,Percentage,11.3
Australia,EMP2,ALL_PERSONS,1524,2014,Percentage,57.7
Czech Republic,EMP18_PAR,WOMEN,TOTAL,2014,Weeks,134.0
Japan,EMP2,ALL_PERSONS,5564,2014,Percentage,68.7
Turkey,EMP6,WOMEN,1524,2014,Percentage,0.9
Costa Rica,EMP2,ALL_PERSONS,2554,2012,Percentage,74.1
Luxembourg,EMP7,MEN,1564,2014,Percentage,73.1
New Zealand,EMP18_PAID,WOMEN,TOTAL,2014,Weeks,14.0
Slovenia,EMP8,MEN,2554,2014,Percentage,13.4
Finland,EMP2,WOMEN,TOTAL,2014,Percentage,58.4
Spain,EMP1,MEN,TOTAL,2014,Percentage,65.8
France,EMP5,WOMEN,TOTAL,2014,Percentage,22.5
Austria,EMP6,MEN,TOTAL,2014,Percentage,1.6
Germany,EMP1,MEN,1564,2014,Percentage,82.5
Lithuania,EMP2,WOMEN,2554,2011,Percentage,78.1
New Zealand,EMP2,ALL_PERSONS,2554,2014,Percentage,81.8
Netherlands,EMP5,MEN,TOTAL,2014,Percentage,19.4
Lithuania,EMP1,MEN,TOTAL,2005,Percentage,62.9
Germany,EMP6,WOMEN,2554,2014,Percentage,5.6
Turkey,EMP3,MEN,1524,2014,Percentage,16.6
United Kingdom,EMP6,ALL_PERSONS,TOTAL,2014,Percentage,4.5
Germany,EMP8,MEN,5564,2014,Percentage,3.5
Finland,EMP3,MEN,1524,2014,Percentage,20.6
Iceland,EMP6,MEN,55PLUS,2014,Percentage,2.3
Chile,EMP5,ALL_PERSONS,TOTAL,2014,Percentage,17.0
Latvia,EMP6,ALL_PERSONS,2554,2005,Percentage,3.0
Ireland,EMP2,MEN,TOTAL,2014,Percentage,59.6
Czech Republic,EMP18_PAT,MEN,TOTAL,2014,Weeks,0.0
Greece,EMP2,ALL_PERSONS,5564,2014,Percentage,34.0
Colombia,EMP2,MEN,5564,2005,Percentage,74.0
Lithuania,EMP8,ALL_PERSONS,2554,2014,Percentage,2.2
Latvia,EMP7,WOMEN,1564,2013,Percentage,58.5
United Kingdom,EMP6,MEN,TOTAL,2014,Percentage,3.7
Portugal,EMP1,MEN,TOTAL,2014,Percentage,64.5
Iceland,EMP7,MEN,1564,2014,Percentage,92.5
Japan,EMP1,ALL_PERSONS,TOTAL,2014,Percentage,59.5
Lithuania,EMP2,WOMEN,5564,2011,Percentage,47.2
Colombia,EMP1,WOMEN,TOTAL,2012,Percentage,58.2
Lithuania,EMP2,ALL_PERSONS,2554,2005,Percentage,80.9
Chile,EMP1,ALL_PERSONS,TOTAL,2014,Percentage,59.8
Canada,EMP6,WOMEN,2554,2014,Percentage,6.5
Israel,EMP1,ALL_PERSONS,1564,2014,Percentage,72.2
Poland,EMP2,MEN,1564,2014,Percentage,68.2
Latvia,EMP1,WOMEN,1564,2012,Percentage,72.0
Latvia,EMP2,MEN,2554,2013,Percentage,79.9
Lithuania,EMP7,ALL_PERSONS,1564,2000,Percentage,0.0
Turkey,EMP8,ALL_PERSONS,TOTAL,2014,Percentage,13.0
Greece,EMP5,WOMEN,TOTAL,2014,Percentage,16.2
Latvia,EMP2,MEN,1524,2010,Percentage,26.5
Costa Rica,EMP1,ALL_PERSONS,TOTAL,2013,Percentage,62.3
Colombia,EMP2,MEN,1564,2005,Percentage,76.5
France,EMP8,WOMEN,2554,2014,Percentage,13.8
Costa Rica,EMP1,WOMEN,1564,2011,Percentage,49.6
Sweden,EMP8,ALL_PERSONS,2554,2014,Percentage,12.6
Italy,EMP8,MEN,TOTAL,2014,Percentage,13.1
Denmark,EMP18_PAR,WOMEN,TOTAL,2014,Weeks,32.0
Colombia,EMP1,MEN,1564,2013,Percentage,85.5
Lithuania,EMP8,MEN,5564,2010,Percentage,3.5
Greece,EMP2,WOMEN,2554,2014,Percentage,53.1
Norway,EMP2,WOMEN,TOTAL,2014,Percentage,66.0
Lithuania,EMP6,ALL_PERSONS,55PLUS,2012,Percentage,2.9
Russia,EMP8,MEN,TOTAL,2014,Percentage,11.1
Poland,EMP6,ALL_PERSONS,2554,2014,Percentage,2.1
Israel,EMP18_MAT,WOMEN,TOTAL,2015,Weeks,26.0
Greece,EMP3,MEN,1524,2014,Percentage,47.4
Finland,EMP8,WOMEN,TOTAL,2014,Percentage,18.5
South Africa,EMP1,MEN,1564,2014,Percentage,63.7
Colombia,EMP2,MEN,5564,2011,Percentage,77.8
Lithuania,EMP6,MEN,TOTAL,2014,Percentage,2.1
Norway,EMP1,WOMEN,1524,2014,Percentage,56.2
Lithuania,EMP1,MEN,1524,2012,Percentage,32.4
Japan,EMP1,ALL_PERSONS,1564,2014,Percentage,75.5
Greece,EMP18_PAR,WOMEN,TOTAL,2015,Weeks,17.3
Lithuania,EMP2,WOMEN,1564,2011,Percentage,60.2
Spain,EMP1,MEN,1524,2014,Percentage,41.5
Czech Republic,EMP18_PAID,WOMEN,TOTAL,2014,Weeks,110.0
Canada,EMP2,ALL_PERSONS,1564,2014,Percentage,72.3
Slovenia,EMP2,MEN,1524,2014,Percentage,29.5
Latvia,EMP7,WOMEN,1564,2010,Percentage,58.3
Lithuania,EMP2,WOMEN,2554,2014,Percentage,80.9
Italy,EMP8,MEN,5564,2014,Percentage,5.9
Slovenia,EMP7,WOMEN,1564,2014,Percentage,56.7
Lithuania,EMP2,ALL_PERSONS,5564,2000,Percentage,40.3
Netherlands,EMP8,WOMEN,5564,2014,Percentage,6.3
Costa Rica,EMP2,ALL_PERSONS,5564,2012,Percentage,54.4
Costa Rica,EMP2,WOMEN,2554,2011,Percentage,54.1
Luxembourg,EMP18_PAR,WOMEN,TOTAL,2015,Weeks,26.0
Norway,EMP2,WOMEN,5564,2014,Percentage,68.5
Belgium,EMP6,ALL_PERSONS,1524,2014,Percentage,6.2
South Africa,EMP2,ALL_PERSONS,TOTAL,2014,Percentage,40.1
Hungary,EMP2,WOMEN,5564,2014,Percentage,35.2
OECD - Average,EMP16,MEN,TOTAL,2014,Years,17.9
Norway,EMP6,ALL_PERSONS,TOTAL,2014,Percentage,1.2
Germany,EMP5,ALL_PERSONS,TOTAL,2014,Percentage,22.3
Sweden,EMP2,MEN,TOTAL,2014,Percentage,68.6
Lithuania,EMP2,ALL_PERSONS,1564,2000,Percentage,58.8
Finland,EMP8,ALL_PERSONS,2554,2014,Percentage,12.9
Lithuania,EMP2,WOMEN,1564,2005,Percentage,59.6
Turkey,EMP6,ALL_PERSONS,2554,2014,Percentage,0.9
Sweden,EMP2,WOMEN,2554,2014,Percentage,82.8
Hungary,EMP6,MEN,2554,2014,Percentage,1.8
Ireland,EMP6,MEN,TOTAL,2014,Percentage,7.0
Norway,EMP18_PAT,MEN,TOTAL,2014,Weeks,14.0
Czech Republic,EMP8,MEN,TOTAL,2014,Percentage,8.9
Korea,EMP18_PAT,MEN,TOTAL,2015,Weeks,52.6
Russia,EMP6,WOMEN,1524,2014,Percentage,0.4
Germany,EMP18_PAT,MEN,TOTAL,2015,Weeks,8.7
Latvia,EMP6,WOMEN,1524,2014,Percentage,3.1
Costa Rica,EMP1,MEN,TOTAL,2012,Percentage,75.9
Greece,EMP1,ALL_PERSONS,1524,2014,Percentage,28.0
Slovak Republic,EMP8,WOMEN,2554,2014,Percentage,7.2
Lithuania,EMP6,ALL_PERSONS,1524,2012,Percentage,2.8
Belgium,EMP10,MEN,TOTAL,2014,Percentage,10.6
New Zealand,EMP6,MEN,TOTAL,2014,Percentage,2.8
Sweden,EMP5,WOMEN,TOTAL,2014,Percentage,18.3
Mexico,EMP2,MEN,1524,2014,Percentage,53.7
Italy,EMP18_MAT,WOMEN,TOTAL,2014,Weeks,21.7
South Africa,EMP5,MEN,TOTAL,2014,Percentage,5.0
Spain,EMP10,MEN,TOTAL,2014,Percentage,5.6
Costa Rica,EMP8,WOMEN,2554,2010,Percentage,7.1
Colombia,EMP2,MEN,2554,2010,Percentage,90.1
Austria,EMP8,WOMEN,2554,2014,Percentage,5.9
Korea,EMP8,MEN,1524,2014,Percentage,28.0
Norway,EMP1,ALL_PERSONS,TOTAL,2014,Percentage,71.0
Belgium,EMP2,MEN,TOTAL,2014,Percentage,53.9
Luxembourg,EMP8,ALL_PERSONS,1524,2014,Percentage,45.4
Ireland,EMP6,ALL_PERSONS,1524,2014,Percentage,14.1
Costa Rica,EMP2,MEN,1524,2013,Percentage,44.3
Denmark,EMP1,WOMEN,TOTAL,2014,Percentage,58.1
Finland,EMP1,MEN,1564,2014,Percentage,77.1
Lithuania,EMP1,MEN,1564,2010,Percentage,72.0
Lithuania,EMP8,ALL_PERSONS,5564,2005,Percentage,2.6
Netherlands,EMP2,ALL_PERSONS,1524,2014,Percentage,58.8
Estonia,EMP6,WOMEN,2554,2014,Percentage,1.4
Estonia,EMP6,MEN,TOTAL,2014,Percentage,0.7
Lithuania,EMP1,WOMEN,1524,2011,Percentage,24.1
Greece,EMP8,WOMEN,TOTAL,2014,Percentage,12.4
Italy,EMP2,ALL_PERSONS,1564,2014,Percentage,55.7
Denmark,EMP6,ALL_PERSONS,2554,2014,Percentage,3.9
Iceland,EMP1,MEN,1524,2014,Percentage,76.6
Mexico,EMP2,WOMEN,1564,2014,Percentage,44.2
Lithuania,EMP2,ALL_PERSONS,TOTAL,2014,Percentage,52.6
Latvia,EMP5,MEN,TOTAL,2013,Percentage,5.4
Lithuania,EMP2,ALL_PERSONS,TOTAL,2013,Percentage,51.2
Ireland,EMP7,ALL_PERSONS,1564,2014,Percentage,52.4
Estonia,EMP2,ALL_PERSONS,1564,2014,Percentage,69.6
Lithuania,EMP8,ALL_PERSONS,1524,2013,Percentage,8.0
Lithuania,EMP8,ALL_PERSONS,2554,2010,Percentage,2.0
Lithuania,EMP5,MEN,TOTAL,2010,Percentage,4.3
Sweden,EMP6,MEN,TOTAL,2014,Percentage,2.4
Slovak Republic,EMP16,MEN,TOTAL,2014,Years,17.2
Estonia,EMP3,MEN,1524,2014,Percentage,17.8
Switzerland,EMP18_MAT,WOMEN,TOTAL,2015,Weeks,16.0
Netherlands,EMP8,MEN,2554,2014,Percentage,15.8
United States,EMP18_MAT,WOMEN,TOTAL,2014,Weeks,0.0
Denmark,EMP6,WOMEN,TOTAL,2014,Percentage,6.4
United Kingdom,EMP6,ALL_PERSONS,55PLUS,2014,Percentage,3.4
Lithuania,EMP2,ALL_PERSONS,1524,2005,Percentage,21.2
Japan,EMP8,ALL_PERSONS,TOTAL,2014,Percentage,7.6
Switzerland,EMP1,MEN,TOTAL,2014,Percentage,74.1
Germany,EMP1,MEN,1524,2014,Percentage,52.1
Luxembourg,EMP18_MAT,WOMEN,TOTAL,2014,Weeks,16.0
Norway,EMP10,WOMEN,TOTAL,2014,Percentage,5.6
New Zealand,EMP2,ALL_PERSONS,5564,2014,Percentage,76.2
Portugal,EMP2,ALL_PERSONS,1564,2014,Percentage,62.6
Slovak Republic,EMP2,MEN,1524,2014,Percentage,26.8
Costa Rica,EMP2,ALL_PERSONS,TOTAL,2012,Percentage,56.4
Lithuania,EMP2,ALL_PERSONS,2554,2011,Percentage,76.9
Latvia,EMP8,WOMEN,5564,2012,Percentage,3.0
Greece,EMP2,WOMEN,1524,2014,Percentage,10.9
Lithuania,EMP2,WOMEN,1524,2014,Percentage,24.1
Poland,EMP18_PAID,WOMEN,TOTAL,2015,Weeks,52.0
Iceland,EMP10,MEN,TOTAL,2014,Percentage,11.5
Portugal,EMP1,MEN,1564,2014,Percentage,76.7
Greece,EMP8,ALL_PERSONS,2554,2014,Percentage,11.1
Poland,EMP2,MEN,5564,2014,Percentage,53.1
Colombia,EMP2,ALL_PERSONS,1564,2014,Percentage,67.1
Colombia,EMP1,WOMEN,1564,2012,Percentage,63.0
Slovak Republic,EMP7,WOMEN,1564,2014,Percentage,52.5
Iceland,EMP8,WOMEN,1524,2014,Percentage,28.7
Costa Rica,EMP7,WOMEN,1564,2014,Percentage,44.4
Norway,EMP11,WOMEN,TOTAL,2015,Percentage,38.8
Lithuania,EMP8,ALL_PERSONS,1524,2010,Percentage,7.6
OECD - Average,EMP1,ALL_PERSONS,1564,2014,Percentage,71.1
OECD - Average,EMP5,ALL_PERSONS,TOTAL,2014,Percentage,17.0
Korea,EMP1,WOMEN,1564,2014,Percentage,57.1
Poland,EMP6,ALL_PERSONS,1524,2014,Percentage,4.4
Lithuania,EMP5,WOMEN,TOTAL,2000,Percentage,13.5
Colombia,EMP1,MEN,1524,2005,Percentage,62.8
Estonia,EMP8,WOMEN,TOTAL,2014,Percentage,3.0
Colombia,EMP5,WOMEN,TOTAL,2012,Percentage,28.6
Colombia,EMP2,WOMEN,2554,2012,Percentage,64.6
Latvia,EMP2,MEN,2554,2000,Percentage,74.4
Poland,EMP1,MEN,1524,2014,Percentage,38.8
Turkey,EMP1,MEN,1524,2014,Percentage,54.0
Lithuania,EMP8,ALL_PERSONS,5564,2011,Percentage,1.8
Lithuania,EMP2,MEN,5564,2012,Percentage,55.9
Lithuania,EMP2,ALL_PERSONS,5564,2014,Percentage,56.2
Costa Rica,EMP2,MEN,1524,2014,Percentage,44.7
Lithuania,EMP1,ALL_PERSONS,1524,2000,Percentage,36.2
Lithuania,EMP6,MEN,2554,2011,Percentage,2.6
Turkey,EMP18_PAID,WOMEN,TOTAL,2014,Weeks,16.0
Switzerland,EMP2,ALL_PERSONS,TOTAL,2014,Percentage,64.6
Lithuania,EMP8,ALL_PERSONS,TOTAL,2005,Percentage,5.5
Greece,EMP6,MEN,TOTAL,2014,Percentage,4.7
Colombia,EMP7,WOMEN,1564,2010,Percentage,50.8
Slovenia,EMP11,WOMEN,TOTAL,2015,Percentage,21.5
Sweden,EMP7,ALL_PERSONS,1564,2014,Percentage,67.1
Latvia,EMP1,ALL_PERSONS,1564,2010,Percentage,73.0
Belgium,EMP8,MEN,2554,2014,Percentage,6.1
Iceland,EMP2,MEN,5564,2014,Percentage,87.6
Switzerland,EMP2,MEN,2554,2014,Percentage,90.8
Luxembourg,EMP1,MEN,TOTAL,2014,Percentage,66.8
Israel,EMP16,MEN,TOTAL,2014,Years,16.9
Colombia,EMP2,ALL_PERSONS,1564,2013,Percentage,66.5
Lithuania,EMP1,ALL_PERSONS,1564,2011,Percentage,71.4
Korea,EMP2,WOMEN,2554,2014,Percentage,62.7
Lithuania,EMP10,WOMEN,TOTAL,2011,Percentage,6.9
Switzerland,EMP5,MEN,TOTAL,2014,Percentage,10.8
Latvia,EMP6,MEN,2554,2010,Percentage,3.5
Spain,EMP8,MEN,2554,2014,Percentage,23.2
Colombia,EMP1,MEN,1524,2011,Percentage,63.7
South Africa,EMP7,WOMEN,1564,2014,Percentage,38.4
Colombia,EMP2,MEN,TOTAL,2012,Percentage,75.6
Slovenia,EMP6,MEN,2554,2014,Percentage,0.5
Lithuania,EMP8,WOMEN,TOTAL,2014,Percentage,2.0
Portugal,EMP6,WOMEN,2554,2014,Percentage,5.9
Japan,EMP6,MEN,1524,2014,Percentage,5.8
Latvia,EMP2,ALL_PERSONS,TOTAL,2013,Percentage,52.4
Finland,EMP7,ALL_PERSONS,1564,2014,Percentage,64.5
Austria,EMP16,MEN,TOTAL,2014,Years,20.1
Germany,EMP2,MEN,5564,2014,Percentage,71.4
Lithuania,EMP6,MEN,55PLUS,2005,Percentage,4.3
France,EMP2,MEN,1524,2014,Percentage,30.6
Costa Rica,EMP7,WOMEN,1564,2013,Percentage,46.0
Finland,EMP6,WOMEN,2554,2014,Percentage,4.8
Latvia,EMP5,MEN,TOTAL,2010,Percentage,6.1
Korea,EMP2,MEN,TOTAL,2014,Percentage,71.7
Latvia,EMP8,ALL_PERSONS,TOTAL,2005,Percentage,8.7
Turkey,EMP8,WOMEN,1524,2014,Percentage,19.3
New Zealand,EMP2,ALL_PERSONS,TOTAL,2014,Percentage,65.0
Chile,EMP8,ALL_PERSONS,5564,2014,Percentage,21.3
Lithuania,EMP1,MEN,TOTAL,2013,Percentage,64.1
Latvia,EMP2,MEN,5564,2005,Percentage,53.5
Norway,EMP8,WOMEN,2554,2014,Percentage,8.3
Latvia,EMP2,WOMEN,2554,2012,Percentage,75.0
Lithuania,EMP7,MEN,1564,2005,Percentage,65.8
Latvia,EMP2,ALL_PERSONS,5564,2012,Percentage,52.8
Switzerland,EMP2,WOMEN,5564,2014,Percentage,62.1
Italy,EMP1,MEN,1564,2014,Percentage,73.6
Italy,EMP6,WOMEN,1524,2014,Percentage,35.2
Denmark,EMP18_PAT,MEN,TOTAL,2015,Weeks,2.0
Japan,EMP2,ALL_PERSONS,2554,2014,Percentage,82.1
Iceland,EMP6,ALL_PERSONS,2554,2014,Percentage,3.9
Denmark,EMP6,ALL_PERSONS,1524,2014,Percentage,5.8
Mexico,EMP1,ALL_PERSONS,1564,2014,Percentage,63.6
Denmark,EMP1,MEN,1524,2014,Percentage,61.0
Estonia,EMP5,WOMEN,TOTAL,2014,Percentage,10.3
Latvia,EMP8,ALL_PERSONS,TOTAL,2011,Percentage,6.6
Korea,EMP2,MEN,1564,2014,Percentage,76.0
Canada,EMP1,MEN,TOTAL,2014,Percentage,70.6
Australia,EMP18_PAR,WOMEN,TOTAL,2015,Weeks,46.0
Lithuania,EMP1,MEN,TOTAL,2014,Percentage,65.0
Netherlands,EMP8,MEN,1524,2014,Percentage,53.7
Estonia,EMP18_MAT,WOMEN,TOTAL,2014,Weeks,20.0
OECD - Average,EMP2,ALL_PERSONS,2554,2014,Percentage,76.0
Lithuania,EMP2,ALL_PERSONS,TOTAL,2010,Percentage,46.7
Costa Rica,EMP8,WOMEN,5564,2011,Percentage,4.3
Germany,EMP8,ALL_PERSONS,TOTAL,2014,Percentage,13.0
Hungary,EMP16,MEN,TOTAL,2014,Years,15.8
Japan,EMP6,MEN,55PLUS,2014,Percentage,3.9
Finland,EMP2,ALL_PERSONS,TOTAL,2014,Percentage,60.2
Netherlands,EMP10,MEN,TOTAL,2014,Percentage,8.6
Czech Republic,EMP1,ALL_PERSONS,TOTAL,2014,Percentage,59.3
Luxembourg,EMP8,WOMEN,TOTAL,2014,Percentage,9.2
Slovenia,EMP1,WOMEN,1524,2014,Percentage,30.4
Colombia,EMP3,MEN,1524,2014,Percentage,14.6
Portugal,EMP16,WOMEN,TOTAL,2014,Years,20.3
Costa Rica,EMP10,WOMEN,TOTAL,2013,Percentage,2.6
Mexico,EMP16,MEN,TOTAL,2014,Years,12.7
Portugal,EMP7,ALL_PERSONS,1564,2014,Percentage,60.0
Latvia,EMP6,MEN,55PLUS,2011,Percentage,3.4
Canada,EMP8,WOMEN,TOTAL,2014,Percentage,13.8
France,EMP10,WOMEN,TOTAL,2014,Percentage,4.7
Lithuania,EMP3,ALL_PERSONS,1524,2011,Percentage,32.6
Latvia,EMP1,MEN,1564,2000,Percentage,72.3
Latvia,EMP1,MEN,TOTAL,2014,Percentage,66.5
Japan,EMP10,WOMEN,TOTAL,2014,Percentage,0.6
Latvia,EMP1,MEN,1524,2011,Percentage,41.1
Latvia,EMP3,ALL_PERSONS,1524,2010,Percentage,36.2
Costa Rica,EMP1,WOMEN,TOTAL,2011,Percentage,44.2
Lithuania,EMP6,MEN,1524,2011,Percentage,3.9
Lithuania,EMP6,MEN,1524,2005,Percentage,3.0
Luxembourg,EMP2,WOMEN,1524,2014,Percentage,18.8
South Africa,EMP2,ALL_PERSONS,1564,2014,Percentage,42.8
Hungary,EMP8,ALL_PERSONS,1524,2014,Percentage,25.1
Canada,EMP18_MAT,WOMEN,TOTAL,2014,Weeks,17.0
Austria,EMP6,MEN,55PLUS,2014,Percentage,1.5
Austria,EMP2,WOMEN,1564,2014,Percentage,66.9
Greece,EMP8,WOMEN,5564,2014,Percentage,8.5
Latvia,EMP2,ALL_PERSONS,TOTAL,2014,Percentage,52.8
Costa Rica,EMP2,MEN,2554,2014,Percentage,89.5
Sweden,EMP8,WOMEN,TOTAL,2014,Percentage,19.4
Portugal,EMP3,MEN,1524,2014,Percentage,34.2
Slovenia,EMP3,ALL_PERSONS,1524,2014,Percentage,20.2
South Africa,EMP2,MEN,2554,2014,Percentage,65.2
New Zealand,EMP1,ALL_PERSONS,1524,2014,Percentage,60.8
Lithuania,EMP6,MEN,55PLUS,2011,Percentage,2.6
United Kingdom,EMP7,ALL_PERSONS,1564,2014,Percentage,64.0
France,EMP11,WOMEN,TOTAL,2015,Percentage,35.6
Canada,EMP2,ALL_PERSONS,5564,2014,Percentage,60.4
Belgium,EMP8,MEN,1524,2014,Percentage,30.8
Colombia,EMP2,ALL_PERSONS,5564,2012,Percentage,60.8
Latvia,EMP1,MEN,TOTAL,2013,Percentage,66.1
Czech Republic,EMP8,WOMEN,2554,2014,Percentage,9.7
Luxembourg,EMP8,ALL_PERSONS,2554,2014,Percentage,6.2
Italy,EMP2,MEN,2554,2014,Percentage,78.2
France,EMP2,MEN,2554,2014,Percentage,84.9
Spain,EMP6,MEN,55PLUS,2014,Percentage,2.4
Latvia,EMP5,MEN,TOTAL,2014,Percentage,4.1
Costa Rica,EMP2,MEN,1564,2011,Percentage,72.7
Korea,EMP3,WOMEN,1524,2014,Percentage,9.2
Japan,EMP8,ALL_PERSONS,5564,2014,Percentage,9.1
Estonia,EMP7,ALL_PERSONS,1564,2014,Percentage,65.2
Latvia,EMP2,MEN,1564,2012,Percentage,64.4
Australia,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,65.0
Austria,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,60.7
Belgium,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,53.3
Canada,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,65.8
Czech Republic,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,59.4
Denmark,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,62.2
Finland,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,66.0
France,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,56.1
Germany,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,60.2
Greece,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,52.0
Hungary,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,59.9
Iceland,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,82.5
Ireland,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,61.9
Italy,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,49.0
Japan,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,59.6
Korea,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,62.8
Luxembourg,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,60.0
Mexico,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,59.8
Netherlands,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,64.4
New Zealand,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,69.0
Norway,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,71.2
Poland,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,56.2
Portugal,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,58.6
Slovak Republic,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,59.6
Spain,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,59.5
Sweden,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,72.0
Switzerland,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,68.1
Turkey,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,51.3
United Kingdom,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,63.2
United States,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,62.7
Brazil,EMP1,ALL_PERSONS,TOTAL,2014,Percentage,62.4
Chile,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,59.7
Colombia,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,69.8
Costa Rica,EMP1,ALL_PERSONS,TOTAL,1990,Percentage,57.3
Costa Rica,EMP1,ALL_PERSONS,TOTAL,1995,Percentage,58.0
Costa Rica,EMP1,ALL_PERSONS,TOTAL,2000,Percentage,58.9
Costa Rica,EMP1,ALL_PERSONS,TOTAL,2005,Percentage,62.1
Costa Rica,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,61.2
Estonia,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,69.7
Israel,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,64.1
Latvia,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,60.1
Lithuania,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,59.2
Russia,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,69.1
Slovenia,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,57.3
South Africa,EMP1,ALL_PERSONS,TOTAL,2015,Percentage,54.6
Australia,EMP1,MEN,1524,2015,Percentage,67.8
Austria,EMP1,MEN,1524,2015,Percentage,60.7
Belgium,EMP1,MEN,1524,2015,Percentage,32.8
Canada,EMP1,MEN,1524,2015,Percentage,64.1
Czech Republic,EMP1,MEN,1524,2015,Percentage,37.4
Denmark,EMP1,MEN,1524,2015,Percentage,61.7
Finland,EMP1,MEN,1524,2015,Percentage,54.1
France,EMP1,MEN,1524,2015,Percentage,40.5
Germany,EMP1,MEN,1524,2015,Percentage,50.5
Greece,EMP1,MEN,1524,2015,Percentage,27.7
Hungary,EMP1,MEN,1524,2015,Percentage,34.4
Iceland,EMP1,MEN,1524,2015,Percentage,77.7
Ireland,EMP1,MEN,1524,2015,Percentage,50.3
Italy,EMP1,MEN,1524,2015,Percentage,30.4
Japan,EMP1,MEN,1524,2015,Percentage,43.0
Korea,EMP1,MEN,1524,2015,Percentage,25.7
Luxembourg,EMP1,MEN,1524,2015,Percentage,36.2
Mexico,EMP1,MEN,1524,2015,Percentage,57.9
Netherlands,EMP1,MEN,1524,2015,Percentage,67.5
New Zealand,EMP1,MEN,1524,2015,Percentage,64.4
Norway,EMP1,MEN,1524,2015,Percentage,56.3
Poland,EMP1,MEN,1524,2015,Percentage,38.4
Portugal,EMP1,MEN,1524,2015,Percentage,34.2
Slovak Republic,EMP1,MEN,1524,2015,Percentage,38.3
Spain,EMP1,MEN,1524,2015,Percentage,40.6
Sweden,EMP1,MEN,1524,2015,Percentage,53.6
Switzerland,EMP1,MEN,1524,2015,Percentage,66.8
Turkey,EMP1,MEN,1524,2015,Percentage,54.2
United Kingdom,EMP1,MEN,1524,2015,Percentage,64.0
United States,EMP1,MEN,1524,2015,Percentage,56.2
Brazil,EMP1,MEN,1524,2014,Percentage,62.1
